
Rank;Global Rank;Institution;Country;Sector
447;615;University of Wyoming;USA;Higher educ.
448;616;Shandong Agricultural University;CHN;Higher educ.
448;616;Universidade Federal de Pernambuco;BRA;Higher educ.
448;616;Southern University of Science and Technology;CHN;Higher educ.
448;616;Universidade do Estado do Rio de Janeiro;BRA;Higher educ.
449;617;State University of New York, Binghamton;USA;Higher educ.
449;617;Novosibirsk State University;RUS;Higher educ.
449;617;Nanjing University of Information Science and Technology;CHN;Higher educ.
449;617;Hangzhou Normal University *;CHN;Higher educ.
449;617;Universite d'Orleans *;FRA;Higher educ.
449;617;Syracuse University;USA;Higher educ.
449;617;The Florida A&M University and The Florida State University College of Engineering;USA;Higher educ.
449;617;Wrocław University of Science and Technology;POL;Higher educ.
449;617;Universidade de Vigo *;ESP;Higher educ.
449;617;Memorial University of Newfoundland;CAN;Higher educ.
450;618;Northumbria University;GBR;Higher educ.
450;618;The Nottingham Trent University;GBR;Higher educ.
451;619;Technische Universitat Ilmenau;DEU;Higher educ.
451;619;University of Limerick;IRL;Higher educ.
451;619;Universidade Federal de Sao Carlos;BRA;Higher educ.
451;619;Zhejiang Normal University;CHN;Higher educ.
451;619;COMSATS Institute of Information Technology *;PAK;Higher educ.
451;619;Tokyo Womens Medical University *;JPN;Higher educ.
451;619;Universidad de Valladolid *;ESP;Higher educ.
452;620;Qingdao University of Science and Technology;CHN;Higher educ.
452;620;Comenius University in Bratislava;SVK;Higher educ.
452;620;Moscow State University of Civil Engineering;RUS;Higher educ.
452;620;Jichi Medical University *;JPN;Higher educ.
452;620;Sharif University of Technology;IRN;Higher educ.
452;620;Bangor University;GBR;Higher educ.
452;620;Universita del Salento;ITA;Higher educ.
452;620;Alexandria University *;EGY;Higher educ.
452;620;Isfahan University of Medical Sciences;IRN;Higher educ.
453;621;University of Cyprus;CYP;Higher educ.
453;621;Wroclaw Medical University;POL;Higher educ.
453;621;Gunma University *;JPN;Higher educ.
453;621;Universidad Miguel Hernandez *;ESP;Higher educ.
453;621;Kagoshima University *;JPN;Higher educ.
453;621;Medical University of Lublin;POL;Higher educ.
453;621;Osaka Prefecture University;JPN;Higher educ.
454;622;Universidad de La Laguna;ESP;Higher educ.
454;622;University of Nevada-Reno;USA;Higher educ.
454;622;Indian Institute of Technology, Madras;IND;Higher educ.
454;622;Xiangtan University;CHN;Higher educ.
455;623;Universita degli Studi dell'Insubria;ITA;Higher educ.
455;623;Missouri University of Science & Technology;USA;Higher educ.
455;623;University of Central Lancashire;GBR;Higher educ.
455;623;Tzu Chi University;TWN;Higher educ.
455;623;American University of Beirut *;LBN;Higher educ.
455;623;Shantou University *;CHN;Higher educ.
455;623;Hamamatsu University School of Medicine *;JPN;Higher educ.
455;623;Birkbeck, University of London;GBR;Higher educ.
455;623;Universidade Federal Fluminense;BRA;Higher educ.
456;624;Universidad Pablo de Olavide *;ESP;Higher educ.
456;624;Eotvos Lorand University;HUN;Higher educ.
456;624;Asahikawa Medical University;JPN;Higher educ.
456;624;Adam Mickiewicz University;POL;Higher educ.
456;624;Middle East Technical University;TUR;Higher educ.
457;625;New Mexico Institute of Mining and Technology;USA;Higher educ.
457;625;Shaanxi Normal University;CHN;Higher educ.
457;625;National University of Ireland, Maynooth;IRL;Higher educ.
458;626;Mackay Medical College;TWN;Higher educ.
458;626;Izmir Institute of Technology;TUR;Higher educ.
458;626;Universitat Hohenheim;DEU;Higher educ.
458;626;University of Wolverhampton;GBR;Higher educ.
458;626;Universita degli Studi di Camerino;ITA;Higher educ.
459;627;Hyogo College of Medicine *;JPN;Higher educ.
459;627;Universita degli Studi di Roma Foro Italico;ITA;Higher educ.
459;627;Changzhou University;CHN;Higher educ.
459;627;Poznan University of Technology;POL;Higher educ.
459;627;University of Namur;BEL;Higher educ.
459;627;MCPHS University;USA;Higher educ.
459;627;Kwangwoon University;KOR;Higher educ.
460;628;Universidad de Puerto Rico, Rio Piedras;PRI;Higher educ.
460;628;Tokai University *;JPN;Higher educ.
460;628;Shiraz University of Medical Sciences;IRN;Higher educ.
460;628;Victoria University of Wellington;NZL;Higher educ.
460;628;Mississippi State University;USA;Higher educ.
461;629;Postgraduate Institute of Medical Education and Research;IND;Higher educ.
461;629;Tokyo Medical University *;JPN;Higher educ.
461;629;Ryerson University;CAN;Higher educ.
461;629;Universitat Siegen;DEU;Higher educ.
462;630;VetAgro Sup, Institut d'Enseignement Superieur et de Recherche en Alimentation, Sante Animale, Sciences Agronomiques et de l'Environnement *;FRA;Higher educ.
462;630;Chang Gung University of Science and Technology;TWN;Higher educ.
462;630;Institut National des Sciences Appliquees de Lyon;FRA;Higher educ.
462;630;Universidade Federal da Bahia;BRA;Higher educ.
462;630;Universidade Federal de Pelotas;BRA;Higher educ.
462;630;Yamaguchi University *;JPN;Higher educ.
463;631;Istanbul Technical University;TUR;Higher educ.
463;631;Universidade Federal do Rio Grande do Norte;BRA;Higher educ.
463;631;National Taipei University of Technology;TWN;Higher educ.
463;631;Fujian Agriculture and Forestry University;CHN;Higher educ.
463;631;Universidad de los Andes, Chile;CHL;Higher educ.
463;631;Cranfield University;GBR;Higher educ.
463;631;Universidade Federal do Ceara;BRA;Higher educ.
463;631;Mansoura University;EGY;Higher educ.
463;631;Universidad de Antioquia *;COL;Higher educ.
463;631;Sapporo Medical University *;JPN;Higher educ.
464;632;National Taiwan Normal University;TWN;Higher educ.
464;632;University of South Alabama *;USA;Higher educ.
464;632;Institute of Chemical Technology in Prague;CZE;Higher educ.
464;632;Universitat de Lleida;ESP;Higher educ.
464;632;Universita degli Studi di Sassari;ITA;Higher educ.
464;632;University of the West of England;GBR;Higher educ.
464;632;Universidad Nacional de Rosario *;ARG;Higher educ.
465;633;The Jikei University School of Medicine *;JPN;Higher educ.
465;633;Politecnico di Bari;ITA;Higher educ.
465;633;Koc University;TUR;Higher educ.
465;633;Ecole Nationale Superieure de Chimie de Lille *;FRA;Higher educ.
465;633;Tata Institute of Fundamental Research;IND;Higher educ.
465;633;Stiftung Tierarztliche Hochschule Hannover;DEU;Higher educ.
465;633;Universidade Federal de Goias;BRA;Higher educ.
466;634;Universidad de Concepcion *;CHL;Higher educ.
466;634;Isfahan University of Technology;IRN;Higher educ.
466;634;City University of New York, Hunter College;USA;Higher educ.
466;634;Ecole Nationale Superieure d'Ingenieurs de Caen et Centre de Recherche *;FRA;Higher educ.
466;634;Ecole Centrale Marseille *;FRA;Higher educ.
466;634;Loma Linda University *;USA;Higher educ.
466;634;Orebro Universitet;SWE;Higher educ.
467;635;Cleveland State University;USA;Higher educ.
467;635;Universidad de Alcala *;ESP;Higher educ.
467;635;Dong-A University;KOR;Higher educ.
467;635;Ecole des Mines de Nantes *;FRA;Higher educ.
467;635;University of Brighton;GBR;Higher educ.
468;636;Banaras Hindu University;IND;Higher educ.
468;636;Universite de Poitiers *;FRA;Higher educ.
468;636;Lappeenranta University of Technology;FIN;Higher educ.
468;636;University of Occupational and Environmental Health;JPN;Higher educ.
468;636;Taiyuan University of Technology;CHN;Higher educ.
468;636;Tianjin University of Science and Technology;CHN;Higher educ.
468;636;North Carolina Central University;USA;Higher educ.
468;636;Creighton University;USA;Higher educ.
469;637;Universita degli Studi Roma Tre;ITA;Higher educ.
469;637;Northwest Normal University;CHN;Higher educ.
469;637;Masdar Institute of Science and Technology ;ARE;Higher educ.
469;637;Medical University of Silesia;POL;Higher educ.
470;638;Tomsk Polytechnic University;RUS;Higher educ.
470;638;University of Texas, El Paso;USA;Higher educ.
470;638;Instituto Politecnico Nacional;MEX;Higher educ.
470;638;Fukushima Medical University *;JPN;Higher educ.
470;638;State University of New York Upstate Medical University *;USA;Higher educ.
471;639;Nicolaus Copernicus University;POL;Higher educ.
471;639;University of Wroclaw;POL;Higher educ.
471;639;Carl von Ossietzky Universitat Oldenburg;DEU;Higher educ.
471;639;Imam Hossein University;IRN;Higher educ.
471;639;Moscow Engineering Physics Institute;RUS;Higher educ.
471;639;Kagawa University *;JPN;Higher educ.
471;639;University of Montana, Missoula;USA;Higher educ.
471;639;University of Novi Sad;SRB;Higher educ.
471;639;Indian Institute of Technology, Kanpur;IND;Higher educ.
471;639;Soon Chun Hyang University;KOR;Higher educ.
471;639;Alfaisal University;SAU;Higher educ.
472;640;Brno University of Technology;CZE;Higher educ.
472;640;Technische Universitat Chemnitz;DEU;Higher educ.
472;640;Ankara University;TUR;Higher educ.
473;641;Marquette University;USA;Higher educ.
473;641;Instituto Tecnologico y de Estudios Superiores de Monterrey;MEX;Higher educ.
473;641;Universidade Estadual de Maringa;BRA;Higher educ.
473;641;Iwate Medical University *;JPN;Higher educ.
473;641;Hubei University;CHN;Higher educ.
473;641;Universite Jean Monnet;FRA;Higher educ.
473;641;Meharry Medical College;USA;Higher educ.
473;641;University of Portsmouth;GBR;Higher educ.
473;641;Shaanxi University of Science and Technology;CHN;Higher educ.
473;641;Chinese Academy of Tropical Agricultural Sciences;CHN;Higher educ.
473;641;Hunan Normal University;CHN;Higher educ.
474;642;Binzhou Medical University;CHN;Higher educ.
474;642;Universidade Estadual de Londrina;BRA;Higher educ.
474;642;Tohoku Medical and Pharmaceutical University;JPN;Higher educ.
474;642;United Arab Emirates University;ARE;Higher educ.
475;643;Tilburg University;NLD;Higher educ.
475;643;Nanjing University of Traditional Chinese Medicine *;CHN;Higher educ.
475;643;Aberystwyth University;GBR;Higher educ.
475;643;Universidad de la Republica *;URY;Higher educ.
476;644;University of Haifa;ISR;Higher educ.
476;644;Fujita Health University *;JPN;Higher educ.
476;644;Anhui University;CHN;Higher educ.
476;644;Midwestern University;USA;Higher educ.
476;644;Telecom SudParis *;FRA;Higher educ.
476;644;Monash University Malaysia;MYS;Higher educ.
476;644;University of Johannesburg;ZAF;Higher educ.
476;644;China University of Petroleum, Beijing;CHN;Higher educ.
476;644;Silesian University of Technology;POL;Higher educ.
476;644;Dublin Institute of Technology;IRL;Higher educ.
477;645;Southern Illinois University, Carbondale *;USA;Higher educ.
477;645;Ecole des Hautes Etudes en Sante Publique;FRA;Higher educ.
477;645;Nova Southeastern University, Estados Unidos;USA;Higher educ.
477;645;Ehime University *;JPN;Higher educ.
477;645;University of Nevada-Las Vegas;USA;Higher educ.
478;646;College of William and Mary;USA;Higher educ.
478;646;National Dong Hwa University;TWN;Higher educ.
478;646;University of Yamanashi *;JPN;Higher educ.
478;646;Portland State University;USA;Higher educ.
478;646;Makerere University *;UGA;Higher educ.
478;646;University of Huddersfield;GBR;Higher educ.
478;646;Universite de Technologie de Compiegne *;FRA;Higher educ.
478;646;Gifu University *;JPN;Higher educ.
478;646;Saga University *;JPN;Higher educ.
479;647;Northeast Agricultural University;CHN;Higher educ.
479;647;Malmo University;SWE;Higher educ.
479;647;Keimyung University;KOR;Higher educ.
479;647;University of New Hampshire;USA;Higher educ.
479;647;Universidad Catolica de Valencia San Vicente Martir;ESP;Higher educ.
479;647;Bogazici University;TUR;Higher educ.
479;647;Henan Normal University;CHN;Higher educ.
479;647;Western University of Health Sciences;USA;Higher educ.
479;647;Riga Stradins University;LVA;Higher educ.
479;647;Universite de Bretagne Occidentale;FRA;Higher educ.
479;647;Lulea University of Technology;SWE;Higher educ.
479;647;Kookmin University;KOR;Higher educ.
480;648;Shahrekord University of Medical Sciences;IRN;Higher educ.
480;648;Shiga University of Medical Science *;JPN;Higher educ.
480;648;University of Qatar;QAT;Higher educ.
480;648;Universidade Catolica de Brasilia;BRA;Higher educ.
480;648;Anna University;IND;Higher educ.
480;648;Rochester Institute of Technology;USA;Higher educ.
480;648;Universite Paris-Nord 13 *;FRA;Higher educ.
481;649;Hochschule Reutlingen;DEU;Higher educ.
481;649;Edith Cowan University;AUS;Higher educ.
481;649;St. Petersburg State Polytechnic University;RUS;Higher educ.
481;649;Delaware State University;USA;Higher educ.
481;649;Universitat Osnabruck;DEU;Higher educ.
481;649;City University of New York, Brooklyn College;USA;Higher educ.
481;649;Anhui Agricultural University;CHN;Higher educ.
481;649;Universite de Franche-Comte *;FRA;Higher educ.
482;650;North-West University, Noordwes-Universiteit;ZAF;Higher educ.
482;650;Universidad de Santiago de Chile;CHL;Higher educ.
482;650;University of Shanghai for Science and Technology;CHN;Higher educ.
482;650;Universite d'Avignon *;FRA;Higher educ.
482;650;Norwegian School of Sport Sciences;NOR;Higher educ.
482;650;Manipal University;IND;Higher educ.
482;650;Jamia Hamdard University;IND;Higher educ.
482;650;Jeju National University *;KOR;Higher educ.
482;650;Chosun University *;KOR;Higher educ.
483;651;Rosalind Franklin University of Medicine and Science;USA;Higher educ.
483;651;Yamagata University *;JPN;Higher educ.
483;651;Mie University *;JPN;Higher educ.
483;651;Catholic University of Daegu;KOR;Higher educ.
483;651;Nippon Medical School *;JPN;Higher educ.
483;651;Kazan Federal University;RUS;Higher educ.
483;651;Babol Noshirvani University of Technology;IRN;Higher educ.
483;651;Hebei Medical University *;CHN;Higher educ.
484;652;Swarthmore College;USA;Higher educ.
484;652;University of Illinois, College of Medicine at Peoria;USA;Higher educ.
484;652;Pontificia Universidad Javeriana *;COL;Higher educ.
484;652;Rowan University;USA;Higher educ.
484;652;Sookmyung Womens University;KOR;Higher educ.
484;652;Lehigh University;USA;Higher educ.
485;653;Universidad Publica de Navarra *;ESP;Higher educ.
485;653;Pukyong National University;KOR;Higher educ.
485;653;Universidad de los Andes, Colombia *;COL;Higher educ.
485;653;Pontificia Universidade Catolica do Rio Grande do Sul;BRA;Higher educ.
485;653;Universidad Nacional de Cordoba *;ARG;Higher educ.
485;653;Tokyo University of Agriculture;JPN;Higher educ.
485;653;University of Thessaly;GRC;Higher educ.
485;653;Sheffield Hallam University;GBR;Higher educ.
485;653;Sangji University;KOR;Higher educ.
485;653;Incheon National University;KOR;Higher educ.
485;653;Asia University, Taiwan;TWN;Higher educ.
486;654;Chia Nan University of Pharmacy and Science;TWN;Higher educ.
486;654;Kyoto Prefectural University;JPN;Higher educ.
486;654;Universitat Paderborn;DEU;Higher educ.
486;654;University of Lodz;POL;Higher educ.
486;654;Nagoya Institute of Technology;JPN;Higher educ.
487;655;Bournemouth University;GBR;Higher educ.
487;655;Yanshan University;CHN;Higher educ.
487;655;University of Lincoln;GBR;Higher educ.
487;655;Yanbian University *;CHN;Higher educ.
487;655;University of New Brunswick;CAN;Higher educ.
487;655;Jiangxi Normal University;CHN;Higher educ.
487;655;Universidade Federal do Espirito Santo;BRA;Higher educ.
487;655;University of Miyazaki *;JPN;Higher educ.
487;655;Indian Institute of Technology, Roorkee;IND;Higher educ.
487;655;University of North Dakota;USA;Higher educ.
488;656;University of Boras;SWE;Higher educ.
488;656;Baylor University;USA;Higher educ.
488;656;University of Hertfordshire;GBR;Higher educ.
488;656;Donau Universitat Krems;AUT;Higher educ.
488;656;Ecole Nationale Superieure des Mines de Paris *;FRA;Higher educ.
488;656;Universiti Teknologi MARA;MYS;Higher educ.
488;656;New York University Abu Dhabi;ARE;Higher educ.
488;656;Tianjin Normal University;CHN;Higher educ.
488;656;University of Seoul;KOR;Higher educ.
488;656;University of Idaho;USA;Higher educ.
488;656;Mazandaran University of Medical Sciences;IRN;Higher educ.
488;656;Fujian Medical University *;CHN;Higher educ.
488;656;Khon Kaen University;THA;Higher educ.
488;656;Zhejiang Chinese Medical University *;CHN;Higher educ.
488;656;Institute of Chemical Technology, Mumbai;IND;Higher educ.
489;657;Saitama Medical University *;JPN;Higher educ.
489;657;Politehnica University of Bucharest;ROU;Higher educ.
489;657;Universita degli Studi della Basilicata;ITA;Higher educ.
490;658;Universidad Rey Juan Carlos *;ESP;Higher educ.
490;658;Ege University;TUR;Higher educ.
490;658;Victoria University;AUS;Higher educ.
490;658;Universidad de la Frontera;CHL;Higher educ.
490;658;Stevens Institute of Technology;USA;Higher educ.
490;658;North Carolina A&T State University;USA;Higher educ.
490;658;San Francisco State University;USA;Higher educ.
491;659;Universidade Federal de Lavras;BRA;Higher educ.
491;659;University of Westminster;GBR;Higher educ.
491;659;Universidad de Extremadura *;ESP;Higher educ.
491;659;Ozyegin University;TUR;Higher educ.
491;659;Tottori University *;JPN;Higher educ.
491;659;University of Greenwich;GBR;Higher educ.
491;659;Guangdong Pharmaceutical University;CHN;Higher educ.
492;660;University of Split;HRV;Higher educ.
492;660;Gdansk University of Technology;POL;Higher educ.
492;660;Ohio University;USA;Higher educ.
492;660;Nara Medical University *;JPN;Higher educ.
492;660;Kansai Medical University *;JPN;Higher educ.
492;660;Southern Illinois University School of Medicine;USA;Higher educ.
492;660;Moscow Institute of Physics and Technology;RUS;Higher educ.
492;660;The Manchester Metropolitan University;GBR;Higher educ.
492;660;Universidad Peruana Cayetano Heredia;PER;Higher educ.
492;660;Fujian University of Traditional Chinese Medicine;CHN;Higher educ.
493;661;Universitat Mannheim;DEU;Higher educ.
493;661;Universitat Ramon Llull *;ESP;Higher educ.
493;661;The University of Salford;GBR;Higher educ.
493;661;University of the Western Cape;ZAF;Higher educ.
493;661;Universite de Pau et des Pays de l'Adour *;FRA;Higher educ.
493;661;Anhui Normal University;CHN;Higher educ.
493;661;Universita degli Studi di Urbino Carlo Bo;ITA;Higher educ.
494;662;University of Hyderabad;IND;Higher educ.
494;662;Texas A&M University at Qatar;QAT;Higher educ.
494;662;Universidade Federal da Paraiba;BRA;Higher educ.
494;662;National Defense Medical College *;JPN;Higher educ.
494;662;Toyota Technological Institute;MUL;Higher educ.
494;662;University of Malawi;MWI;Higher educ.
494;662;Universite d'Angers *;FRA;Higher educ.
494;662;Kasetsart University;THA;Higher educ.
494;662;Henan University of Science and Technology *;CHN;Higher educ.
494;662;Chiang Mai University;THA;Higher educ.
495;663;Universite de Limoges *;FRA;Higher educ.
495;663;Obihiro University of Agriculture and Veterinary Medicine;JPN;Higher educ.
495;663;Ritsumeikan University;JPN;Higher educ.
495;663;University of North Carolina, Greensboro;USA;Higher educ.
495;663;Universidad San Pablo CEU ;ESP;Higher educ.
495;663;Universidad de las Palmas de Gran Canaria *;ESP;Higher educ.
495;663;Hanbat National University;KOR;Higher educ.
495;663;Osaka City University *;JPN;Higher educ.
495;663;Universitat Passau;DEU;Higher educ.
496;664;Williams College;USA;Higher educ.
496;664;Agrocampus Ouest;FRA;Higher educ.
496;664;Gazi University;TUR;Higher educ.
496;664;Oxford Brookes University;GBR;Higher educ.
496;664;Escola Nacional de Saude Publica Sergio Arouca;BRA;Higher educ.
496;664;Universidad Antonio Narino;COL;Higher educ.
496;664;Jadavpur University;IND;Higher educ.
496;664;Private Universitat fur Gesundheitswissenschaften, Medizinische Informatik und Technik;AUT;Higher educ.
496;664;Nizam's Institute of Medical Sciences;IND;Higher educ.
496;664;East Carolina University;USA;Higher educ.
497;665;University of Arkansas, Little Rock;USA;Higher educ.
497;665;Ecole Centrale de Lille *;FRA;Higher educ.
497;665;University of Denver;USA;Higher educ.
497;665;Teikyo University *;JPN;Higher educ.
497;665;Universite Paris-Est Marne-la-Vallee *;FRA;Higher educ.
497;665;Universita degli Studi di Foggia;ITA;Higher educ.
497;665;Old Dominion University;USA;Higher educ.
497;665;Ecole des Ponts ParisTech *;FRA;Higher educ.
497;665;Tallinn University;EST;Higher educ.
497;665;Northeast Forestry University;CHN;Higher educ.
497;665;Hubei University of Arts and Science;CHN;Higher educ.
498;666;Vel Tech University;IND;Higher educ.
498;666;Wright State University;USA;Higher educ.
498;666;Panjab University;IND;Higher educ.
498;666;University of Gondar;ETH;Higher educ.
498;666;Showa University *;JPN;Higher educ.
498;666;Heilongjiang University;CHN;Higher educ.
498;666;Universidad Nacional de Educacion a Distancia *;ESP;Higher educ.
498;666;Universidad Austral de Chile *;CHL;Higher educ.
498;666;Wannan Medical College *;CHN;Higher educ.
498;666;Warsaw University of Life Sciences;POL;Higher educ.
498;666;Kingston University;GBR;Higher educ.
498;666;University of Rijeka;HRV;Higher educ.
498;666;Khalifa University of Science, Technology and Research;ARE;Higher educ.
499;667;Glasgow Caledonian University;GBR;Higher educ.
499;667;Universidade Catolica Portuguesa;PRT;Higher educ.
499;667;Universita degli Studi Mediterranea di Reggio Calabria;ITA;Higher educ.
499;667;China Jiliang University;CHN;Higher educ.
499;667;Iran University of Science and Technology;IRN;Higher educ.
499;667;Conservatoire National des Arts et Metiers *;FRA;Higher educ.
500;668;National Taiwan Ocean University;TWN;Higher educ.
500;668;Iran University of Medical Sciences;IRN;Higher educ.
500;668;Islamic Azad University, Science and Research;IRN;Higher educ.
500;668;Kermanshah University of Medical Sciences;IRN;Higher educ.
500;668;Universiti Perubatan Antarabangsa;MYS;Higher educ.
500;668;Aichi Gakuin University;JPN;Higher educ.
500;668;Wroclaw University of Environmental and Life Sciences;POL;Higher educ.
500;668;Aichi Medical University *;JPN;Higher educ.
500;668;Indian Institute of Technology, Guwahati;IND;Higher educ.
500;668;Graduate University for Advanced Studies;JPN;Higher educ.
501;669;Shanghai Normal University;CHN;Higher educ.
501;669;Bergische Universitat Wuppertal;DEU;Higher educ.
501;669;University of Zambia;ZMB;Higher educ.
501;669;Toho University *;JPN;Higher educ.
501;669;Tianjin University of Traditional Chinese Medicine *;CHN;Higher educ.
501;669;Universite d'Artois *;FRA;Higher educ.
501;669;Yunnan University;CHN;Higher educ.
501;669;Democritus University Of Thrace;GRC;Higher educ.
501;669;Chengdu University of Traditional Chinese Medicine;CHN;Higher educ.
501;669;Hoshi University;JPN;Higher educ.
501;669;Shanxi University;CHN;Higher educ.
502;670;University of Memphis;USA;Higher educ.
502;670;University of Indonesia;IDN;Higher educ.
502;670;Universidade Federal de Uberlandia;BRA;Higher educ.
502;670;Barnard College;USA;Higher educ.
502;670;Institut d'Etudes Politiques de Paris-Sciences Po *;FRA;Higher educ.
502;670;Henan University *;CHN;Higher educ.
502;670;Malardalen University College;SWE;Higher educ.
502;670;Bharath University;IND;Higher educ.
502;670;Tianjin Polytechnic University;CHN;Higher educ.
503;671;Universidade do Extremo Sul Catarinense;BRA;Higher educ.
503;671;Hubei University of Medicine;CHN;Higher educ.
503;671;Babes-Bolyai University;ROU;Higher educ.
503;671;AgroSup Dijon, Institut National Superieur des Sciences Agronomiques, de l'Alimentation et de l'Environnement *;FRA;Higher educ.
503;671;Universidad de Antofagasta;CHL;Higher educ.
503;671;University of New Haven;USA;Higher educ.
504;672;Northern Arizona University;USA;Higher educ.
504;672;Prince of Songkla University;THA;Higher educ.
504;672;Christian Medical College, Vellore;IND;Higher educ.
504;672;Oakland University;USA;Higher educ.
504;672;Faculdade de Medicina de Sao Jose do Rio Preto;BRA;Higher educ.
504;672;Hangzhou Dianzi University;CHN;Higher educ.
504;672;Morehouse School of Medicine;USA;Higher educ.
504;672;Guizhou University;CHN;Higher educ.
504;672;Tomsk State University;RUS;Higher educ.
504;672;Eulji University *;KOR;Higher educ.
504;672;University of Missouri, Saint Louis;USA;Higher educ.
504;672;Ecole Nationale de Formation Agronomique de Toulouse-Auzeville *;FRA;Higher educ.
504;672;Kanazawa Medical University *;JPN;Higher educ.
504;672;Southern Methodist University;USA;Higher educ.
504;672;Mokpo National University;KOR;Higher educ.
504;672;University of Maine, Orono;USA;Higher educ.
504;672;University of Alaska, Fairbanks;USA;Higher educ.
505;673;University of Prince Edward Island;CAN;Higher educ.
505;673;National Chung Cheng University;TWN;Higher educ.
505;673;Jackson State University;USA;Higher educ.
505;673;Tatung University;TWN;Higher educ.
505;673;Universidad de Talca *;CHL;Higher educ.
505;673;Universidad de Toulouse-Jean Jaures *;FRA;Higher educ.
505;673;Soongsil University;KOR;Higher educ.
505;673;Erciyes University;TUR;Higher educ.
505;673;University of Pecs;HUN;Higher educ.
505;673;Universidade da Beira Interior;PRT;Higher educ.
506;674;New Mexico State University;USA;Higher educ.
506;674;Northern Illinois University;USA;Higher educ.
506;674;Hirosaki University *;JPN;Higher educ.
506;674;Azabu University;JPN;Higher educ.
506;674;Universidad de Jaen *;ESP;Higher educ.
506;674;Al-Azhar University;EGY;Higher educ.
507;675;Renmin University of China;CHN;Higher educ.
507;675;Fukuoka University *;JPN;Higher educ.
507;675;Wakayama Medical University *;JPN;Higher educ.
507;675;Universidade Federal do Para;BRA;Higher educ.
507;675;Nagaoka University of Technology;JPN;Higher educ.
507;675;Ecole Nationale Superieure des Mines de Saint-Etienne;FRA;Higher educ.
507;675;Universidade de Tras-os-Montes e Alto Douro;PRT;Higher educ.
507;675;University of Massachusetts, Lowell;USA;Higher educ.
507;675;Technische Universitat Hamburg-Harburg;DEU;Higher educ.
507;675;University of Veterinary and Pharmaceutical Sciences Brno;CZE;Higher educ.
507;675;University of Tabriz;IRN;Higher educ.
507;675;Ahvaz Jundishapur University of Medical Sciences;IRN;Higher educ.
507;675;Kawasaki Medical School *;JPN;Higher educ.
507;675;Howard University *;USA;Higher educ.
508;676;Chung Yuan Christian University;TWN;Higher educ.
508;676;University of Malaysia, Pahang;MYS;Higher educ.
508;676;Tokyo Metropolitan University;JPN;Higher educ.
508;676;Australian Catholic University;AUS;Higher educ.
508;676;Bushehr University of Medical Sciences;IRN;Higher educ.
508;676;Universidad del Rosario *;COL;Higher educ.
508;676;Zagazig University;EGY;Higher educ.
508;676;Universidad de Leon, Spain *;ESP;Higher educ.
509;677;Universite Paul Valery, Montpellier III *;FRA;Higher educ.
509;677;University of Massachusetts, Boston;USA;Higher educ.
509;677;Medical University of Sofia *;BGR;Higher educ.
509;677;Shahid Sadoughi University of Medical Sciences;IRN;Higher educ.
509;677;Duquesne University;USA;Higher educ.
509;677;Ataturk University;TUR;Higher educ.
509;677;Ferdowsi University of Mashhad;IRN;Higher educ.
509;677;Universita degli Studi Ca Foscari di Venezia;ITA;Higher educ.
509;677;Wellesley College;USA;Higher educ.
509;677;Capital Normal University *;CHN;Higher educ.
509;677;Universite de Kinshasa;COD;Higher educ.
509;677;South Dakota School of Mines and Technology;USA;Higher educ.
509;677;Naval Postgraduate School;USA;Higher educ.
509;677;Universidade Federal da Grande Dourados;BRA;Higher educ.
510;678;University of Waikato;NZL;Higher educ.
510;678;Universidade Federal da Fronteira Sul;BRA;Higher educ.
510;678;The University of Bolton;GBR;Higher educ.
510;678;Shaoxing University;CHN;Higher educ.
510;678;Universidad Industrial de Santander *;COL;Higher educ.
510;678;Marmara University *;TUR;Higher educ.
510;678;Cooperativa de Ensino Superior, Politecnico e Universitario;PRT;Higher educ.
510;678;Saint John's University;USA;Higher educ.
510;678;Waterford Institute of Technology;IRL;Higher educ.
510;678;Universite Capitole, Toulouse I *;FRA;Higher educ.
510;678;Shiraz University;IRN;Higher educ.
510;678;Universidad Tecnica Federico Santa Maria;CHL;Higher educ.
510;678;Universitat Witten, Herdecke;DEU;Higher educ.
511;679;Muhimbili University of Health and Allied Sciences;TZA;Higher educ.
511;679;University of Latvia;LVA;Higher educ.
511;679;University of the Ryukyus *;JPN;Higher educ.
511;679;University of Hawaii, Hilo;USA;Higher educ.
511;679;Beijing University of Chinese Medicine *;CHN;Higher educ.
511;679;Semyung University;KOR;Higher educ.
511;679;Universidad de Cadiz *;ESP;Higher educ.
511;679;Shandong University of Science and Technology;CHN;Higher educ.
511;679;Florida Atlantic University;USA;Higher educ.
512;680;Madurai Kamaraj University;IND;Higher educ.
512;680;Instituto Politecnico de Lisboa;PRT;Higher educ.
512;680;Pontificia Universidad Catolica de Valparaiso;CHL;Higher educ.
512;680;Instituto Politecnico do Porto;PRT;Higher educ.
512;680;Linnaeus University;SWE;Higher educ.
512;680;Kakatiya University;IND;Higher educ.
512;680;Clarkson University;USA;Higher educ.
512;680;Jiangsu Normal University;CHN;Higher educ.
512;680;Beni Suef University;EGY;Higher educ.
512;680;Institut National des Sciences Appliquees de Rouen *;FRA;Higher educ.
512;680;International Islamic University Malaysia;MYS;Higher educ.
512;680;Universidad de Guadalajara;MEX;Higher educ.
512;680;Universite de Reims Champagne-Ardenne *;FRA;Higher educ.
